,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-6421425.132482226,282600.2391941585,-123413.35749841463,238387.23164899033,256083.5639590375,60343.17926665339,20277.943751094237,160044.93111409253,-77167.14455085664,-22310.86265284447,2411.231785182237,-10091.031808157217,-1115.2115850727114,250.1837441349798,-30.442864582903425,-3008.263965915083,1364.77226956737,-3392.3851814905197,428.4136757697915,-987.3940360040638
1,5460834.720147417,-390132.5943443237,-2492199.4513417343,2037542.68189075,80541.99827293513,-240036.00851329858,788020.3975368821,-224683.94939945656,-95710.83545965319,-16382.236311645886,-44926.85511270928,-10200.590661307935,-1913.7389970736942,-432.1470169749213,-50.626162458249134,-3934.689612154541,615.4210264606188,25.2062520771195,-681.6958765504501,1197.057555045798
2,2893094.8911738386,2312237.8318277034,-109691.77723756072,-662690.9653327619,235248.2701260786,121461.72749138306,-70939.24177679466,245011.27782836807,-510.74216454722347,-16260.176178412801,-114413.59944217783,-9873.801466330007,-1815.7008459335095,2422.0777369067264,-724.8060638220385,931.2480378482941,906.3974919845172,114.32842314048872,-2806.8783435190576,2283.1327977015385
3,-6157223.15023576,318479.57628263487,322047.41728689603,-95583.17082186889,89146.1343696767,17287.733837136617,104784.89685449978,-26230.45175322688,-9691.603353677745,48276.53231660955,-22082.38875347917,-10070.535657709403,6667.692841862232,-1559.2518893570523,6148.662166216566,-4113.667497482555,1395.114182360833,-3226.854698578271,52.554128092525865,1012.5781613312228
4,4239321.25175847,-4860777.935743396,-765666.252003873,558847.1545629912,-414361.2434495651,-740550.9508632497,219011.04211642285,625678.6044451947,-17287.843785632682,-46277.891965207586,250923.74823385844,-9802.996274195482,-755.0878004952383,1289.4660921358802,-282.06325521176547,-4289.168672602787,247.8927404929281,134.18343555808084,-58.52270669501714,2314.757333624186
5,-5325283.893777084,-412061.4041384361,-114150.31717313862,151898.360757646,367288.5159200634,-87408.26550599029,-36456.32537671359,-15075.025361290445,-70932.60806038426,-21956.983981043853,-32048.079952226046,-10035.157838309931,-789.0599649536688,975.2022023605388,-108.6609565766217,15.574202694672424,905.2238784853685,-66.6102227799029,-192.2573900216722,-53.309796028524445
6,2386088.996521689,845652.4825594504,-794106.9045200247,302187.1515114717,-176989.96939993955,-84990.97324430759,302753.4698701273,-307403.59543404373,1978.854415312336,-15547.364122354993,-69291.03097661794,-9989.361308186784,-1316.220275300694,1200.0543366014172,-557.6060941747245,-944.0939273085035,-1852.320077457688,-1117.9937648035266,-456.9333772972409,1994.3444967159487
7,-91050.43358608276,13504.912403643697,-65916.98809387698,-23178.951395857588,-2030168.92864844,-64589.313510884764,-6702.862153688403,-7250.719865657605,-443.3502012735441,3766.4401441290233,-8056.087295836035,-10107.515696079925,-269.9983658262266,29.05453893550009,44.375755163063445,-1673.230882933132,402.3062595606921,43.88928859521269,27.67404905254597,1531.465721879397
8,-7138006.735553337,487438.1376148399,-306285.811932198,-210429.4911202532,486215.2781389361,-39817.14949649924,64301.03189711931,-2115.0014094161756,-78216.50713274702,136071.62614761168,-661.9266278522972,-9893.986063795557,-620.7261720118544,-1358.9349391770672,-556.2993977676357,-394.79113485709206,-675.687368328886,-2920.8732083206555,-42.406651123049436,571.016862908549
9,3546890.1319826543,-5479600.97035472,-2454984.074402047,5332495.841702336,97585.65184290553,-1237455.597259471,853544.8704725605,-11842.470890303714,-5602.398558856003,-27430.0120921875,105458.35252872459,-10596.683244404498,-1487.2429496203881,247.17252313391717,-518.8421789737405,461.9328290063734,-312.7682736461075,2187.3327534557734,204.48145122346878,-1746.8488134561308
10,-2080275.7857766028,2136324.2605853863,316531.35734602105,-62962.09427387024,-221114.7007320675,-561338.2483491767,-429270.8739961024,-128999.78381365439,-1658.941263246464,-6226.428510078713,117390.98306571724,-10071.06718748926,5261.232530301263,-547.005275384531,-2956.5551423187453,3148.5821496658273,340.1842285350149,3438.6701454411345,39.13317891721217,1718.3285158454148
11,3802016.806404058,-1454749.088022068,3579926.984224419,381822.8896878884,73872.50253844206,-435815.7514786938,492698.6170086972,-181506.1666670792,-100432.87236643075,-9902.89770788588,-47118.58175390362,-9797.978147771806,-1871.9585989682282,907.7118427212949,-155.5066836363033,-434.32411830209344,630.723634841792,-104.1052888310457,-254.8203865975695,2033.9747201079124
12,-2312669.2930601346,-2061996.717077893,126737.97246105583,472217.775704936,335403.8182777368,649158.7049846885,-573205.2349880342,-2935.705296676363,-2019.8989803780394,-5484.454943460506,-6183.769307769923,-10023.15217234039,-1818.5311920864267,152.58144096410558,-535.1372262658223,-1560.4361020434396,-1010.0140377860703,2646.6407520203747,87.58068527725037,-686.8073802741465
13,1811748.4990933847,-1691439.1537508713,3671409.9286532253,778695.3586171314,-230912.56621677987,479634.33075935335,-247949.1126491831,-245938.54263034344,-99756.88566078288,872.0654021625821,-110583.37124769083,-10033.265961278597,-1460.7658582689014,-351.8423280690633,-56.83107875968366,-694.1463371011209,-3920.234417115168,2155.9802300224264,566.8133719780204,1435.5520769001246
14,3914227.4123975486,3269789.6189215938,2074171.401243541,1100943.3987495496,97734.86995030187,68484.7167810923,744715.7619591557,-175737.46527589654,-101727.8217146324,-12715.50881373928,13894.484939095097,-10130.687697922387,-728.862935335642,-346.8556662145433,-130.2136789165213,2735.627786799454,416.5106252579674,-147.58359777590795,175.46307248394652,-193.41153969569552
15,6059544.239922735,5708346.0176446745,-1434359.332439971,-488447.903353239,46297.5424042727,18125.197482519518,19895.983886662296,111631.21971380331,-101312.65600942874,-10709.84784508739,58652.153239054,-9971.583748994222,2112.306970322362,-631.1108961673126,-1210.2776333635777,-1184.2361524365135,1648.1392840838569,1008.7009881146122,238.32324782747443,1384.1669043846478
16,-7163716.12842198,477758.837423265,-315132.78684170404,-162478.14548328848,416048.20875996735,185670.29346135684,-116111.28555624728,5454.14447061231,9675.67385170354,-28250.977220501496,-19593.799748797635,-10009.854831687891,-1941.0976815407762,-1457.3654931982178,-733.8127367658257,3725.2402966731584,770.452463622419,-46.423644239109684,139.44014271105485,643.442176717964
17,2660095.2889002636,-266943.1667891718,309064.57508752367,50176.28948150225,237276.50771905005,-72940.24676082199,-389036.5723685125,-225495.85397613895,582935.3302998702,-55827.33258082615,83876.831753624,-9673.216862033383,-3634.6903383822037,996.3167557122082,-4263.612749440778,-1627.8316628447915,191.70693165113403,141.83161144801235,200.41551462072613,600.9499378737065
18,-1101680.2670106275,360568.1866535013,-260996.20713347127,230130.28216798327,-182271.58623231782,103730.72811198681,75665.30376610634,48441.63878474797,-50032.11192098094,-18437.542158784592,-69458.6799156944,-10009.795315639529,-1968.7274826375485,-102.91297032645062,-230.37871499288872,-3598.402251485251,701.8337155058995,-117.01753648136142,-83.18534531637617,-2292.0033829362164
19,-4895966.474978806,381684.23122731206,-232922.41570849475,79214.93708305056,644039.101761139,-30973.065827374063,147437.90033479675,131729.57649956044,-49938.8001147359,3149.1997595285593,-30912.007112611496,-9988.661293892339,3356.2255582569646,-805.8454219770741,-2693.8074469236603,-3252.595077028786,2382.76734438092,-2618.177894340257,369.74042912110457,155.7786115776595
20,-6674774.975871131,201312.96382852306,-318403.57130444224,-150439.0919768134,-342318.9303581826,-6455.91033381748,-5669.379278880033,-8033.211075068056,-84795.23487032231,29522.3826771747,17072.24354709314,-10046.586112132687,36.41173359963137,-898.0229723213065,-347.5135963004976,2716.4909444403293,692.2556758696828,-601.7341995463155,138.66615414642254,39.08369285547615
